curriculum_rank,episode_id,stage,stage_position,cluster,difficulty,difficulty_z,coreset_rank,is_cluster_medoid,duration,path_length,net_displacement,tortuosity,log_tortuosity,mean_speed,max_speed,rms_acceleration,rms_jerk,normalized_jerk,log_normalized_jerk,reversal_rate,workspace_span,source,task_name,embodiment,arm_used,missing_frame_ratio
123,scale__2026-04-30-10-00-31-069711,6,3,1,0.04044117647058824,-1.1846876510359161,156,False,486.0,17.389736852873014,0.5989709902785751,29.032686282160725,3.402286331279938,1.075653825950908,3.2639076133036906,9.5858447032496,392.8586205389819,95751.09551661676,11.46951779209445,0.0,2.5281805860410795,scale,flagship_bagging_groceries,human_bimanual,right,0.0
124,scale__2026-04-30-09-45-04-358990,6,4,1,0.08455882352941177,-1.0353663489483163,24,False,532.0,18.90047509312614,0.6059503765135877,31.19145696694244,3.471701105763379,1.0678234515890475,3.9649108583617823,13.307328624332568,486.3644101773577,143097.55700469314,11.871288881669054,0.0037735849056603774,2.7901279038430777,scale,freeform_sort_laundry_by_type_and_color,human_bimanual,left,0.0
125,scale__2026-04-30-10-10-35-063496,6,5,1,0.08823529411764706,-1.0346965382109634,197,False,517.0,14.880948433017737,0.3177411293268583,46.83356059237078,3.867727497580296,0.865171420524287,2.0881104360831,7.381147433523384,323.81114094222875,111046.61591968524,11.617714360561596,0.003883495145631068,2.2279564703054215,scale,flagship_bagging_groceries,human_bimanual,right,0.0
126,scale__2026-04-30-09-33-02-777754,6,6,1,0.09926470588235294,-1.022335957209614,43,False,1167.0,5.781311309090548,0.11082243747557655,52.16733579212833,3.9734442189094743,0.14874728925618905,0.6130627795581518,2.0227235509104116,88.56044932322307,900540.6506453176,13.710751695327318,0.0068669527896995704,0.5235454115960262,scale,flagship_sort_utensils,human_left_arm,left,0.0
127,scale__2026-04-30-10-03-01-902883,6,7,1,0.10294117647058823,-1.0199648699855763,66,False,484.0,14.431632308807494,0.2634161923410503,54.7864282015077,4.0215306176087475,0.8963746775656828,2.7266371202188235,9.946734540988738,425.9410570798063,123553.83418334067,11.724440337995217,0.002074688796680498,1.9361829177453902,scale,flagship_bagging_groceries,human_bimanual,right,0.0
128,scale__2026-04-30-10-13-10-897450,6,8,1,0.11029411764705882,-1.0085363733588395,81,False,535.0,5.688140322955873,0.05356730554663938,106.18679182964293,4.674573030501283,0.31955844510988046,2.1082898011429108,3.8548343277740913,100.2566181832151,99682.57691132867,11.509756217319367,0.013133208255159476,0.8168847614854728,scale,flagship_folding_clothes,human_bimanual,left,0.0
129,scale__2026-04-30-10-07-34-470780,6,9,1,0.18382352941176472,-0.8924051610470234,172,True,719.0,19.677670431183397,0.3685001166800537,53.39936011002223,3.9963523911093013,0.8221867868182478,2.615215599862522,8.38257982806881,360.54563498285466,251710.61597157663,12.436039330124384,0.002789400278940028,1.9644894810646236,scale,flagship_bagging_groceries,human_bimanual,right,0.0
130,scale__2026-04-30-10-13-46-479833,6,10,1,0.3272058823529412,-0.6253576679202553,150,False,1539.0,42.48321099158065,1.1585072933889131,36.670646127144366,3.62888117385694,0.8286712157005329,2.62053359150569,8.7026787195429,393.66407412573915,1249789.4135879446,14.038486426090799,0.0032530904359141183,2.294210957734928,scale,flagship_bagging_groceries,human_bimanual,right,0.0
131,scale__2026-04-30-10-06-08-919250,6,11,1,0.33455882352941174,-0.6116482777615995,137,False,1342.0,37.36289566261898,0.8238183377699526,45.35331874713912,3.836292891328596,0.8358589633695522,3.9049908716289132,9.326004318249439,398.7533396941686,954270.7677278297,13.768703781694255,0.0014925373134328358,2.3012333478189606,scale,flagship_bagging_groceries,human_bimanual,right,0.0
132,scale__2026-04-30-10-01-04-057028,6,12,1,0.41911764705882354,-0.20186931027306487,53,False,1492.0,38.1477927555296,0.3796030643823582,100.49390095835722,4.619998707596197,0.7675612224452636,2.5664480817322413,7.682088730620186,354.04806487849373,1140508.3073288721,13.94698548141758,0.00738255033557047,2.5653661233384266,scale,flagship_bagging_groceries,human_bimanual,right,0.0
133,mecka__flagship__6919c34bb9052da48a361e59,6,13,1,0.48161764705882354,0.03474669609936013,84,False,3474.0,33.6399678084442,0.5689446420038731,59.12696126280629,4.096458347649526,0.2905842309972145,4.631376146008541,9.314910048623815,380.9958558619309,17579347.787576526,16.682235406735234,0.14256912442396313,1.0155580838687177,mecka,unknown,human_bimanual,right,0.0345
134,scale__2026-04-30-10-11-28-209479,6,14,1,0.4852941176470588,0.05511270237608724,175,False,1728.0,44.600580615346914,0.24207183647494046,184.24522763499593,5.221680502089948,0.7747639944762058,3.4078949653085306,9.062572632670394,386.17440912746855,1653229.3591897304,14.318241725345203,0.0011587485515643105,2.254657370924288,scale,flagship_bagging_groceries,human_bimanual,right,0.0
135,mecka__flagship__6919ce9aa6a3fc2efb40b7d7,6,15,1,0.4889705882352941,0.08309660846579871,4,False,2967.0,27.323405862050066,0.39782111889746097,68.68264293704507,4.24395126146106,0.2763662089890432,10.650916371475729,15.16423252199905,755.8837014563048,26747878.9557263,17.101965774173987,0.1403035413153457,0.9184442284309635,mecka,unknown,human_bimanual,right,0.0103
136,mecka__flagship__6919b070aefd2d0c9b0a39a8,6,16,1,0.5073529411764706,0.11042479132592045,136,False,3167.0,41.275115349886505,0.9272229573736862,44.51476855879006,3.81803685700068,0.3911097474720767,19.903857831994756,22.32090323265285,1122.2311618290123,31971915.755619925,17.28036847405957,0.11121642969984202,1.8256438838202662,mecka,unknown,human_bimanual,right,0.0362
137,mecka__flagship__6919cea1c3b1a4e5a90aca90,6,17,1,0.5110294117647058,0.1350904455490618,169,False,2926.0,35.461444873081945,0.501310457166376,70.7374928373236,4.273013523588839,0.36370712690340457,10.593115144937387,20.067983957615994,968.3635176221698,25323191.569784578,17.04723123614577,0.1378248974008208,1.0352284843570898,mecka,unknown,human_bimanual,right,0.024
138,mecka__flagship__6919be0594bc79c44285c8bc,6,18,1,0.5147058823529411,0.14045011029604215,171,False,2783.0,53.1887047721763,1.080256602137731,49.23710224674455,3.9167538422867887,0.5735661909292915,23.565721569321678,42.93425850839395,2264.3222971117616,33967257.07107996,17.340907620690636,0.07407407407407407,1.979860764356855,mecka,unknown,human_bimanual,right,0.1468
139,mecka__flagship__6919c5d158534bb69bfa9312,6,19,1,0.5294117647058824,0.18242801249805557,22,False,2824.0,29.38885690612141,0.29045727494609885,101.18134211503293,4.626749098627831,0.31231516372073764,4.664194635124987,7.800674436809483,316.4565128435743,8976992.320836864,16.0101755647079,0.09284195605953224,1.97896246847101,mecka,unknown,human_bimanual,right,0.0188
140,mecka__flagship__69199812208123403bbdb24f,6,20,1,0.5404411764705882,0.204902866284846,103,False,3046.0,47.15361863844993,0.697574559980566,67.59652851985255,4.228241928784508,0.46456767131477766,4.1110418058157014,15.734483399530806,671.1668486290823,14891122.274387224,16.516275839987287,0.1790407358738502,1.1483763538409582,mecka,unknown,human_bimanual,right,0.0
141,mecka__flagship__6919982585b31c2eca6b86d4,6,21,1,0.5477941176470589,0.23049860631841912,25,False,3237.0,56.006909756474386,0.9496144495332836,58.978577868102846,4.093987462938121,0.5192235144296141,9.50804382835694,26.096730070723066,1274.2556505477398,28567875.833180524,17.167793456891083,0.13292117465224113,1.3777259340140318,mecka,unknown,human_bimanual,right,0.0446
142,mecka__flagship__6919ce9a23e5ac6d83812312,6,22,1,0.5661764705882353,0.302388617503683,160,False,2936.0,37.829224919881895,0.39817185845120195,95.00727918600019,4.564424013447446,0.3866701013957264,9.970155391805545,26.735086972556157,1324.9864409911793,32814544.963172454,17.30638244953559,0.13496932515337423,1.0913372842520153,mecka,unknown,human_bimanual,right,0.0207
143,mecka__flagship__6919a534d71e24d18fb977d1,6,23,1,0.5698529411764706,0.30923256117197134,55,False,3283.0,30.812334854709515,0.2952824122564275,104.34869662318947,4.657275768300761,0.2816483990375641,2.254325412458005,6.1433222284071265,236.57718371986923,10057698.511454383,16.123849019691544,0.07680585187442852,2.5581983920381135,mecka,unknown,human_bimanual,right,0.0135
144,mecka__flagship__6919c34e919b0f252a0a4ecf,6,24,1,0.5882352941176471,0.36591735086028254,29,False,3476.0,24.414489333004763,0.17630711647113312,138.4770497168341,4.937900069567928,0.2107725697813361,3.4159482470180658,8.578789694857406,383.9230584936701,24450322.895944584,17.012154021075307,0.16177317213586645,0.7209127550774375,mecka,unknown,human_bimanual,right,0.0339
145,mecka__flagship__6919e372305cc0c53d1ce6f8,6,25,1,0.6139705882352942,0.413633596907669,27,False,3722.0,36.33923425293896,0.4082866679700882,89.0042146945666,4.499856499173407,0.29297958279714287,3.0601896687001355,7.589852055319259,286.8691059332917,15069479.614926497,16.528182105173084,0.1314516129032258,2.3068930280097377,mecka,unknown,human_bimanual,right,0.0069
146,mecka__flagship__6919e7dfc3b1a4e5a90acbcd,6,26,1,0.6176470588235294,0.4248693245168171,152,False,3426.0,46.30419177677133,0.3206933403880549,144.3877559812778,4.979404352346457,0.405584161548362,4.6661907288694175,11.070511570177981,414.576532630348,13328844.114757849,16.405441050348923,0.12266355140186916,1.3839220480581405,mecka,unknown,human_bimanual,right,0.0064
147,mecka__flagship__6919cc39bc700d5129d95ef4,6,27,1,0.625,0.4544178966365476,33,False,3023.0,48.90451244381438,0.25133630892985376,194.5779845818588,5.275959198003642,0.4854849018247622,9.49212941432449,17.5671555019235,827.9409992859785,17313526.297105268,16.66699867861233,0.07116848725587553,1.3340445402121943,mecka,unknown,human_bimanual,left,0.0153
148,mecka__flagship__6919e7d4d71e24d18fb97ac6,6,28,1,0.6360294117647058,0.46304380722560323,47,False,3007.0,46.2773552906714,0.21850982403331146,211.78615421710512,5.360287690581442,0.4618498532003134,7.2702242050662385,12.773363513076974,527.8040587725941,11479526.221420318,16.256075765204553,0.0875207986688852,1.3811281073192117,mecka,unknown,human_bimanual,right,0.0109
149,mecka__flagship__6919c378bc700d5129d95e6a,6,29,1,0.6433823529411765,0.47134548182381086,87,False,3203.0,26.74787669529462,0.12020847820684077,222.5123975803935,5.409466882673572,0.2506047160708428,3.265711712905419,12.435319964637264,588.618649697434,26769994.211189177,17.1027922366093,0.15620118712902217,0.2820769120656761,mecka,unknown,human_bimanual,right,0.1098
150,mecka__flagship__6919cf0923e5ac6d83812314,6,30,1,0.6617647058823529,0.49989535657513734,13,False,3541.0,81.46785927676461,1.0693885482385181,76.18172030265083,4.346162645348638,0.6904055870912256,7.489178996040606,17.085407429593975,788.0703106077203,15900421.20035232,16.5818562203192,0.07233681831025714,2.7899842233547654,mecka,unknown,human_bimanual,right,0.0158
151,mecka__flagship__6919c30f919b0f252a0a4ec9,6,31,1,0.6985294117647058,0.5768215843284771,21,False,3586.0,19.654914219683008,0.07298664189110445,269.29467790843154,5.59951276351561,0.16447626962077827,0.747075509733111,5.383541531061716,235.55963897030617,20460445.24426627,16.834004128820105,0.19252232142857142,0.2955834976773903,mecka,unknown,human_bimanual,right,0.0
152,mecka__flagship__6919ab54a950c44cad111324,6,32,1,0.7058823529411765,0.5845709725123696,38,False,3226.0,28.881263325181084,0.14046280065278746,205.6150325278876,5.330857315548168,0.26866291465284725,1.6553532043324186,4.980330136185446,186.45010328732633,8023682.557487688,15.89790817084322,0.08126550868486353,2.762952806552933,mecka,unknown,human_bimanual,right,0.0037
153,mecka__flagship__6919d1193fe0708a884faab6,6,33,1,0.7169117647058824,0.5920466952292378,99,False,3546.0,31.335139811245718,0.1686066310566929,185.84761236768603,5.230293377512606,0.26517748782436434,8.796441280122702,13.392631810429393,610.6639121430159,32169125.798530485,17.28651775549993,0.16901805869074493,0.8497514543921817,mecka,unknown,human_bimanual,left,0.0145
154,mecka__flagship__6919e7e319dfc7da00b1e57a,6,34,1,0.7536764705882353,0.6669442917895104,91,False,3128.0,49.682457250755355,0.18145644998474325,273.7982433522348,5.616037167868646,0.4766465358243239,5.917343373481582,14.543538127839794,594.5766960723049,13559164.309351992,16.42257328322439,0.10812539987204095,1.4626152170122355,mecka,unknown,human_bimanual,right,0.0157
155,mecka__flagship__6919a4d963a8657856cb1ac3,6,35,1,0.7867647058823529,0.7463429592922298,65,False,3432.0,52.187964035042924,0.4120005691492791,126.66964063375795,4.849445995022611,0.45632145760748705,10.780738712624974,17.264241774942633,851.3620714247309,24413616.610783882,17.010651633386832,0.07696793002915452,3.3179332790961373,mecka,unknown,human_bimanual,right,0.0219
156,mecka__flagship__6919ba92b9c9a8705ad32a1d,6,36,1,0.7977941176470589,0.784801441808523,62,False,3241.0,22.009772022343356,0.03794358799687468,580.0656496733056,6.364863744742731,0.20379418539206806,1.312356920642237,5.718574910771095,202.55456953901256,11598417.471076552,16.26637930808133,0.1537511577647422,0.6654683744122093,mecka,unknown,human_bimanual,right,0.0173
157,mecka__flagship__6919a428b9052da48a361cb9,6,37,1,0.8125,0.8307735916103289,34,False,3074.0,55.22601572826035,0.22339322224063263,247.2143746096849,5.514292786523307,0.5391410581997431,12.152936287480372,32.21767334447333,1651.1583219204504,32149987.43046851,17.285922648786826,0.13736979166666666,1.4640030873217895,mecka,unknown,human_bimanual,right,0.0418
158,mecka__flagship__6919cc33a6a3fc2efb40b7ab,6,38,1,0.8713235294117647,0.9876950040135386,122,False,3235.0,57.572980359123065,0.1496767402271074,384.6488123122302,5.954927142671467,0.5340721740178392,20.646376538070704,27.40110751831228,1372.3892253029696,29875570.83494918,17.212551708951565,0.08475100525827405,1.932754501714852,mecka,unknown,human_bimanual,left,0.0279
159,mecka__flagship__6919ce9ca950c44cad11145c,6,39,1,0.875,0.9955830105209212,187,False,2972.0,30.547545151612574,0.047725624089829284,640.0659128965168,6.463132279865905,0.3084572044928903,11.569388431869536,15.97284680951817,767.5820055921018,24418097.133114316,17.01083514208706,0.14713804713804715,0.97206544187787,mecka,unknown,human_bimanual,right,0.0087
160,mecka__flagship__6919a477d71e24d18fb977c8,6,40,1,0.9779411764705882,1.5085304570623066,115,False,3492.0,60.13069110174632,0.04640453332049843,1295.7934666953022,7.167649932388496,0.5167346700236005,11.418269173875386,27.78241723370617,1379.824464543667,36174284.81043035,17.403859087658883,0.11862464183381088,1.4820870432599553,mecka,unknown,human_bimanual,right,0.0295
161,mecka__flagship__6919ce9be4a786d79354ff03,6,41,1,0.9963235294117647,1.785595034146101,185,False,2956.0,34.777677154997264,0.01005495643654111,3458.75960522418,8.148954387379137,0.3530728645177387,19.69851395252189,28.117566880056785,1426.9397718989717,39231426.957012415,17.484988717141242,0.13879485443466485,1.2433996817776203,mecka,unknown,human_bimanual,right,0.014
162,mecka__flagship__6919c37719dfc7da00b1e412,7,1,2,0.43014705882352944,-0.14540428496853594,69,False,2414.0,21.861554820811612,0.2643400827766625,82.7023831996079,4.427267450203673,0.27179720042451244,2.960106934969467,8.844079512409504,353.3064986763169,8414892.747620516,15.945513758981935,0.13930348258706468,0.4242573038911592,mecka,unknown,human_bimanual,left,0.0614
163,mecka__flagship__6919d341a6a3fc2efb40b826,7,2,2,0.5588235294117647,0.2625409202108264,35,True,3538.0,47.99115820770614,0.9124970145093092,52.59322216359596,3.9814226079092894,0.40704968793643886,14.731162071488713,18.93861037613287,952.2573273638345,32532587.627388883,17.297752871901647,0.09049773755656108,2.2862607016735503,mecka,unknown,human_bimanual,right,0.0084
164,mecka__flagship__6919b3962713b08c1b70f2ea,7,3,2,0.6397058823529411,0.4692623539562589,14,False,3421.0,53.460946775071015,0.7613374540576787,70.21977769534615,4.265770556465178,0.46895567346553524,30.10509480434965,29.01086998740064,1450.762439475513,40222087.63340667,17.509926871179417,0.11377595788242176,2.2639089384568,mecka,unknown,human_bimanual,right,0.0492
165,mecka__flagship__6919d3b833263918bfb8feda,8,1,4,0.4007352941176471,-0.3275472856343075,178,False,2436.0,38.48892051274056,1.2066459735333055,31.897442461965174,3.4933949180312873,0.4741961459475223,6.939427129201661,14.385013582640832,623.2743272285785,8664510.01555579,15.974746047405134,0.07271980279375513,1.819038822551383,mecka,unknown,human_bimanual,left,0.009
166,mecka__flagship__6919c7d4184bf01d5885f0d0,8,2,4,0.4338235294117647,-0.11226711274905456,86,False,2754.0,43.62184025327311,1.2435595612555177,35.078207439643506,3.585689011023475,0.475356050707662,11.025653093963099,22.73921875573791,1110.4514461058106,19682803.729062736,16.795255956154506,0.07194767441860465,1.984734251548736,mecka,unknown,human_bimanual,right,0.0164
167,mecka__flagship__6919d3cf403630aa8cab66f1,8,3,4,0.4485294117647059,-0.057226440566933906,181,False,2882.0,46.86636558182972,1.1561682761361272,40.535938019727915,3.7265590288744233,0.4880218561106878,9.557947560048682,17.645838291737505,808.9896697603041,15295853.294820067,16.543092388523196,0.08090277777777778,1.9656815096659803,mecka,unknown,human_bimanual,right,0.0089
168,mecka__flagship__6919ba8d63a8657856cb1bb2,8,4,4,0.4522058823529412,-0.04919828142187321,77,False,3256.0,24.849985032319566,0.4476465965155012,55.512507468509384,4.034461984777483,0.22903212011354437,5.199302244496673,7.703822148199876,344.67407950912127,17724408.507145777,16.69045331570318,0.12876459741856178,1.090435946238401,mecka,unknown,human_bimanual,left,0.0127
169,mecka__flagship__691999090391c9314f9eda5e,8,5,4,0.45588235294117646,-0.032743012642285865,130,False,3175.0,35.200898887961266,0.7306591975083763,48.1769051946516,3.8954241066797173,0.33271170971608005,3.4479832006618967,7.807076632652347,339.56534708849836,11429619.14645064,16.251718802187323,0.08603844941695556,2.085242474684169,mecka,debug,human_bimanual,left,0.0
170,mecka__flagship__6919b40e403630aa8cab65a5,8,6,4,0.46691176470588236,-0.02349377720352725,7,False,3435.0,51.28155639537127,1.3974972004919846,36.69528380974055,3.629534988743706,0.4480042783521077,7.9710315966765135,14.13271002056976,590.4767148839161,17276998.975564167,16.664886693742563,0.08360034954849986,2.014164339090463,mecka,unknown,human_bimanual,left,0.0107
171,mecka__flagship__6919be26b9052da48a361df1,8,7,4,0.47058823529411764,-0.005716258758975895,52,False,3243.0,41.79981241283127,0.9926550834593239,42.1091002396948,3.7637341172745873,0.386796536824472,5.845530541663287,11.472388618720109,535.7040555317844,16181795.710366715,16.59939750856966,0.05522986732489972,2.44469889628081,mecka,unknown,human_bimanual,right,0.0131
172,mecka__flagship__6919e37c2713b08c1b70f50e,8,8,4,0.49264705882352944,0.08952970402102241,11,False,2546.0,31.693366218349475,0.9904936030306428,31.997547607956616,3.496433243794585,0.373595672514925,11.721264763203987,16.033160380914275,783.9152344922715,15109710.723032687,16.53084825551184,0.12106918238993711,3.1923088463944214,mecka,unknown,human_bimanual,right,0.0124
173,mecka__flagship__6919d3cd63a8657856cb1d17,8,9,4,0.5036764705882353,0.10429384300811481,145,False,3760.0,61.78725806680467,1.482140613178792,41.68785169059477,3.7539143760225704,0.49311458951959036,7.064636191542957,17.061271526259343,779.7963362882123,24837547.641543325,17.02786712423157,0.08036189462480042,1.8968376353329501,mecka,unknown,human_bimanual,left,0.0126
174,mecka__flagship__6919d3cf19dfc7da00b1e4b2,8,10,4,0.5367647058823529,0.1931925721576509,177,False,3676.0,60.7547783208111,1.103486123104475,55.05712944525992,4.026371339382093,0.49595737404743756,8.37929379705453,17.765836797567673,795.6329946483979,24083400.122112103,16.997033411043724,0.07784431137724551,1.8826200113401033,mecka,unknown,human_bimanual,right,0.0273
175,mecka__flagship__6919d514a6a3fc2efb40b857,8,11,4,0.5735294117647058,0.33104243233786745,46,False,2127.0,39.00350342574022,0.3216600953771954,121.25689193744309,4.806124502532334,0.5503786936840106,17.901393248679117,36.665062286021595,1845.3677134346963,16850450.494129114,16.639888009307473,0.13647058823529412,1.3610186301443208,mecka,unknown,human_bimanual,right,0.1214
176,mecka__flagship__6919b41dbc700d5129d95da9,8,12,4,0.5772058823529411,0.34516731911539494,184,False,3550.0,49.90492847607649,0.7069269503141965,70.59418013968211,4.271013787697627,0.4218506210995477,10.189658440246033,19.04677751935347,928.6555588626221,30821157.015555583,17.243711960659642,0.10315670800450959,1.9605740652092103,mecka,unknown,human_bimanual,left,0.0133
177,mecka__flagship__6919d369a6a3fc2efb40b82a,8,13,4,0.6323529411764706,0.45903569172673414,125,False,3500.0,56.46373970973855,0.7880091030696453,71.65366426578984,4.285703825988559,0.4841132298634342,16.771254022275045,27.38094031604972,1382.0027903602502,38850216.54206749,17.47522423430067,0.1043453401943968,2.2182642188048582,mecka,unknown,human_bimanual,left,0.0193
178,mecka__flagship__6919cbb2cbf468ce65a02d95,8,14,4,0.6507352941176471,0.49299747960649754,165,False,3396.0,50.731442286662855,0.3629712426451842,139.76711189832312,4.947106836172231,0.44828962256255844,9.192186365544964,18.08427421420579,852.4258270507975,24362775.306231946,17.008566964190056,0.07395403653506187,1.8330213177025008,mecka,unknown,human_bimanual,right,0.0151
179,mecka__flagship__6919bc10a630567cbcec88c2,8,15,4,0.6654411764705882,0.5062082914350575,139,False,3028.0,61.69396220984494,0.39849826932147175,154.8161358765549,5.048676695959326,0.611436691871605,14.255706283090909,26.232104542005736,1336.894953431879,22271179.75445876,16.918804057785778,0.04527428949107733,1.9242123199899903,mecka,unknown,human_bimanual,right,0.0381
180,mecka__flagship__6919b419f7961ed77b78a469,8,16,4,0.6838235294117647,0.5486845017799571,148,False,3583.0,53.477435242436385,0.29319982411593115,182.39245335048844,5.211628410396068,0.4478847172733366,2.485853808181565,10.409194809631614,395.9666973452253,12609064.327005979,16.349926583624256,0.07372242390393745,1.9610899076919897,mecka,unknown,human_bimanual,right,0.0042
181,mecka__flagship__6919ba93184bf01d5885f03e,8,17,4,0.7095588235294118,0.5890801300253725,151,False,3282.0,29.42432425614426,0.1304912659716002,225.48884047571502,5.422695674286419,0.26904289170506795,5.512022628138759,8.880267445100738,355.405927630046,15807804.456301723,16.576014392232985,0.1448170731707317,1.3315413211856242,mecka,unknown,human_bimanual,left,0.0052
182,mecka__flagship__6919d3ca4fdde36d01852080,8,18,4,0.7426470588235294,0.6305328466885413,191,True,2794.0,43.91882650670833,0.15334079108324097,286.41319896978365,5.660920898024565,0.47173820093134605,6.613858141596452,12.56962035963343,527.590014308302,9699023.200197134,16.08753584049548,0.07342406876790832,2.018884732959035,mecka,unknown,human_bimanual,left,0.0064
183,mecka__flagship__6919cdf433263918bfb8feac,8,19,4,0.8382352941176471,0.8993948341553984,18,False,2857.0,61.60201240093697,0.2199808058569383,280.03357911598454,5.63847416082775,0.6470799621947161,10.715917172883392,40.0561608204139,1950.900158233876,27338769.622369576,17.123816421986064,0.15586690017513136,1.3833874813276397,mecka,unknown,human_bimanual,right,0.062
184,mecka__flagship__6919ba8d03f554cfca37261e,8,20,4,0.8492647058823529,0.9317836292165492,126,False,3262.0,29.960062452044326,0.07529700851523438,397.89180264688326,5.988690208805206,0.2756215496968199,8.593490682961496,13.558826506485149,640.509177238868,27470777.429256916,17.128633395101954,0.1668711656441718,1.2793066953668053,mecka,unknown,human_bimanual,left,0.0109
185,mecka__flagship__6919dc40184bf01d5885f16d,8,21,4,0.8786764705882353,0.9974564932376647,75,False,3436.0,61.87444133312888,0.21373189194588982,289.4955954855513,5.671588414337269,0.5403881339137894,10.027690929596286,35.487465465793704,1805.9503723236307,43832934.494158864,17.59589604469391,0.13599301106581246,1.5782245179169865,mecka,unknown,human_bimanual,right,0.045
186,scale__2026-04-30-09-48-56-213440,9,1,7,0.7205882352941176,0.5989995376053294,2,True,8523.0,36.85617625541947,0.5314670597371384,69.34799735970165,4.2534543163421565,0.12974481197636517,2.193690381300178,1.9572171887703649,77.39985362867252,48146765.61407863,17.689764541598006,0.014317568360521065,3.2367171614052723,scale,freeform_place_rubberbands_in_ziploc,human_bimanual,left,0.0
187,mecka__flagship__6919ab26e2e164a8f6cb5a34,10,1,3,0.40441176470588236,-0.28552856825512585,110,False,2981.0,27.211519928018745,0.5683380785404095,47.87910744587559,3.889350054587694,0.27394147578542366,2.8108695599114903,4.986071137399545,188.12812254918114,6779605.816444483,15.729429666560142,0.044310171198388724,1.834006459940978,mecka,unknown,human_bimanual,right,0.0057
188,mecka__flagship__6919d061a6a3fc2efb40b7e6,10,2,3,0.5514705882352942,0.24700517831186627,80,False,3508.0,53.293923601071725,0.3844937195045917,138.6080471476603,4.938838832991116,0.4558932728919736,1.9381504311656705,6.158019349003506,209.51899952245202,6283113.793995966,15.65337640178892,0.03993154592127781,1.861861154820369,mecka,unknown,human_bimanual,right,0.0085
189,mecka__flagship__6919dad559dcaa2ef013f212,10,3,3,0.5551470588235294,0.25530137082133475,32,False,3521.0,56.07777770500543,0.6488060617812683,86.43226536917115,4.4708643835190385,0.4779356054403872,7.983477844574094,18.883430736016734,917.2423675593757,26432760.928281553,17.090114780866557,0.08411480534242682,1.259658892614802,mecka,unknown,human_bimanual,right,0.0214
190,mecka__flagship__6919b04fdd03fdca3dfe1406,10,4,3,0.5808823529411765,0.34821438155101553,19,False,3317.0,53.930270875546114,0.5084582487999126,106.06627191678945,4.673448006443679,0.4879095676315993,8.08587766260924,19.00500608447374,933.2779177485645,23380540.95391479,16.967414693975414,0.08114630467571644,1.5402901570814158,mecka,unknown,human_bimanual,right,0.0175
191,aria__2025-09-24-03-59-06-000000,10,5,3,0.5845588235294118,0.3544590310825115,153,False,1673.0,43.2194875524541,0.5457385024893938,79.19449948154254,4.384454927502236,0.7754692742665209,17.23333761600635,58.69126665211717,3106.638973560883,12455050.618512789,16.337636851070695,0.27827648114901254,0.9951375517937259,aria,fold_clothes,human_bimanual,right,0.0
192,aria__2025-09-24-03-34-16-000000,10,6,3,0.5919117647058824,0.38280155108716973,41,False,2288.0,48.43039682283185,0.8072688143382413,59.99289946872614,4.110757455246024,0.6352916067708594,20.19345612306386,56.26175910091367,2947.060561369306,26976799.330261074,17.11048780757691,0.26027996500437445,1.1106074412024727,aria,fold_clothes,human_bimanual,right,0.0
193,aria__2025-09-24-03-55-38-000000,10,7,3,0.5955882352941176,0.3965831741169579,167,False,1616.0,38.40916361376343,0.5278545617906341,72.76467116902151,4.300879906541137,0.7134829154259461,16.66617698798615,54.82289511814741,2860.0223670580112,11627634.98712327,16.268895235313938,0.3042131350681537,1.2697392022139868,aria,fold_clothes,human_bimanual,right,0.0
194,aria__2025-09-22-19-42-55-000000,10,8,3,0.5992647058823529,0.39932355285169635,45,False,2684.0,36.38345432496567,0.5929645366050637,61.358567129957045,4.132901066535551,0.40682207594072683,22.93258883373674,42.84161401216956,2234.8841723987475,43963474.882755086,17.59886975359034,0.2255779269202088,1.3590924383342968,aria,fold_clothes,human_bimanual,right,0.0
195,aria__2025-09-20-19-53-07-000000,10,9,3,0.6029411764705882,0.402340307176203,183,False,2226.0,45.81826115660059,0.5840016930740102,78.45569918714956,4.375199623413806,0.6177743077294461,15.340202103693823,39.79499564504657,2162.6632550816207,19269443.181464553,16.77403119625191,0.24415467625899281,1.1575247979564527,aria,fold_clothes,human_bimanual,right,0.0
196,aria__2025-09-20-19-04-22-000000,10,10,3,0.6066176470588235,0.4086707465671156,149,False,2472.0,53.172494702103116,0.6715774184827901,79.17552502320434,4.384218294023064,0.6455584140279618,15.102963751392897,40.70764116505,2153.1488652545554,22641488.112911716,16.935294582674775,0.2388663967611336,0.8983626335700587,aria,fold_clothes,human_bimanual,right,0.0
197,aria__2025-09-24-03-15-53-000000,10,11,3,0.6102941176470589,0.40881848713976277,173,False,2308.0,45.53075859389065,0.6183586244271205,73.63163833297014,4.312564523642123,0.5920774849660684,14.460802519159857,41.05220960135575,2207.240562298925,22060024.69381783,16.909277736513243,0.24154379878577623,1.2427852215487956,aria,fold_clothes,human_bimanual,right,0.0
198,aria__2025-09-24-03-30-47-000000,10,12,3,0.6213235294117647,0.44164757903544233,107,False,1690.0,43.75144056713942,0.6209281850488765,70.46135385800777,4.269156798091808,0.7771126210859577,20.765780697246868,71.83648091207665,3802.322585898152,15522695.587319298,16.55781380680965,0.3074644549763033,1.192093904480377,aria,fold_clothes,human_bimanual,right,0.0
