scope,n_clips_in_scope,target,sort_key,n_steps,n_unique_clips,spearman,frac_nondecreasing,max_jump,max_abs_step,mean_abs_step,n_large_jumps,task_switch_rate,cluster_switch_rate,embodiment_switch_rate,source_switch_rate,mean_consecutive_dtw,max_consecutive_dtw,cluster_coverage,task_coverage,n_clips_to_target,distinct_clusters,frac_consecutive_near_duplicate,mean_pairwise_dtw,distinct_ratio
garments,131,61,composite difficulty,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.34375,1.0,0.5,0.5,0.0,0.5,0.8399094688285782,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.8928117397124051,1.0
garments,131,61,duration only,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.34375,1.0,0.5,0.5,0.0,0.5,0.8399094688285782,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.8928117397124051,1.0
garments,131,61,path_length only,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.34375,1.0,0.5,0.5,0.0,0.5,0.8399094688285782,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.8928117397124051,1.0
garments,131,61,tortuosity only,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.34375,1.0,0.5,0.5,0.0,0.5,0.8399094688285782,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.8928117397124051,1.0
garments,131,61,random order,3.0,3.0,0.5,0.5,0.6875,0.6875,0.6415441176470589,1.0,1.0,1.0,0.0,1.0,0.937483883811774,0.9679858129586172,0.4,0.4,3.0,2.0,0.0,1.8928117397124051,1.0
garments,131,126,composite difficulty,5.0,5.0,0.9999999999999999,1.0,0.0625,0.0625,0.03400735294117647,0.0,0.5,0.25,0.25,0.25,0.5768613122892099,0.9044303929988131,0.4,0.6,5.0,2.0,0.5,1.65702438601546,1.0
garments,131,126,duration only,5.0,5.0,0.6,0.5,0.1176470588235294,0.1176470588235294,0.052389705882352935,0.0,0.5,0.25,0.25,0.25,0.5813408296055959,0.9223484622643573,0.4,0.6,3.0,2.0,0.5,1.65702438601546,1.0
garments,131,126,path_length only,5.0,5.0,0.0,0.25,0.13602941176470587,0.13602941176470587,0.06341911764705882,0.0,0.5,0.25,0.5,0.5,0.6204265980792433,1.0,0.4,0.4,2.0,2.0,0.5,1.65702438601546,1.0
garments,131,126,tortuosity only,5.0,5.0,0.9999999999999999,1.0,0.0625,0.0625,0.03400735294117647,0.0,0.5,0.25,0.25,0.25,0.5768613122892099,0.9044303929988131,0.4,0.6,5.0,2.0,0.5,1.65702438601546,1.0
garments,131,126,random order,5.0,5.0,0.09999999999999999,0.25,0.13602941176470587,0.13602941176470587,0.08363970588235292,0.0,0.75,0.5,0.5,0.5,0.7857945165028808,1.0,0.4,0.6,4.0,2.0,0.0,1.65702438601546,1.0
garments,131,91,composite difficulty,8.0,8.0,1.0,1.0,0.08823529411764708,0.08823529411764708,0.05357142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.45424369534958503,0.9044303929988131,0.4,0.6,8.0,2.0,0.7142857142857143,1.3980542030781393,1.0
garments,131,91,duration only,8.0,8.0,0.8571428571428572,0.8571428571428571,0.22426470588235292,0.22426470588235292,0.09978991596638656,1.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5010584653736148,0.9172026522369672,0.4,0.6,8.0,2.0,0.42857142857142855,1.3980542030781393,1.0
garments,131,91,path_length only,8.0,8.0,0.3333333333333334,0.5714285714285714,0.22426470588235292,0.35661764705882354,0.164390756302521,2.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5511321203711737,1.0,0.4,0.4,7.0,2.0,0.2857142857142857,1.3980542030781393,1.0
garments,131,91,tortuosity only,8.0,8.0,1.0,1.0,0.08823529411764708,0.08823529411764708,0.05357142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.45424369534958503,0.9044303929988131,0.4,0.6,8.0,2.0,0.7142857142857143,1.3980542030781393,1.0
garments,131,91,random order,8.0,8.0,0.3333333333333334,0.5714285714285714,0.35661764705882354,0.35661764705882354,0.18539915966386555,2.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.703303154036198,1.0,0.4,0.6,8.0,2.0,0.2857142857142857,1.3980542030781393,1.0
garments,131,10,composite difficulty,5.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.21691176470588236,1.0,0.25,0.25,0.0,0.25,0.7163455423097105,0.906981954664931,0.4,0.4,5.0,2.0,0.0,1.7196981922967756,1.0
garments,131,10,duration only,5.0,5.0,0.8999999999999998,0.75,0.5955882352941176,0.5955882352941176,0.24724264705882354,2.0,0.25,0.25,0.0,0.25,0.7249343602547752,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7196981922967756,1.0
garments,131,10,path_length only,5.0,5.0,0.9999999999999999,1.0,0.5955882352941176,0.5955882352941176,0.21691176470588236,1.0,0.25,0.25,0.0,0.25,0.7163455423097105,0.906981954664931,0.4,0.4,5.0,2.0,0.0,1.7196981922967756,1.0
garments,131,10,tortuosity only,5.0,5.0,0.7,0.75,0.5955882352941176,0.5955882352941176,0.2610294117647059,2.0,0.25,0.25,0.0,0.25,0.7705690994467921,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7196981922967756,1.0
garments,131,10,random order,5.0,5.0,-0.09999999999999999,0.75,0.6911764705882353,0.8676470588235294,0.4577205882352941,2.0,0.5,0.5,0.0,0.5,0.837755412713995,0.9604886612400168,0.2,0.2,3.0,1.0,0.0,1.7196981922967756,1.0
garments,131,1,composite difficulty,4.0,4.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.2536764705882353,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7425062003978086,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7585294173394643,1.0
garments,131,1,duration only,4.0,4.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.2536764705882353,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7425062003978086,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7585294173394643,1.0
garments,131,1,path_length only,4.0,4.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.2536764705882353,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7425062003978086,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7585294173394643,1.0
garments,131,1,tortuosity only,4.0,4.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.2536764705882353,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.7425062003978086,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7585294173394643,1.0
garments,131,1,random order,4.0,4.0,-0.39999999999999997,0.3333333333333333,0.6911764705882353,0.6911764705882353,0.4840686274509804,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.8849715578623621,0.9425158227207076,0.2,0.2,1.0,1.0,0.0,1.7585294173394643,1.0
garments,131,107,composite difficulty,6.0,6.0,1.0,1.0,0.0625,0.0625,0.026470588235294117,0.0,0.4,0.2,0.2,0.2,0.5562652575246869,0.9044303929988131,0.4,0.6,5.0,2.0,0.2,1.5948652241067582,1.0
garments,131,107,duration only,6.0,6.0,0.942857142857143,0.8,0.10661764705882353,0.10661764705882353,0.051470588235294115,0.0,0.4,0.2,0.2,0.2,0.5692518098656781,0.9172026522369672,0.4,0.6,5.0,2.0,0.2,1.5948652241067582,1.0
garments,131,107,path_length only,6.0,6.0,0.2571428571428572,0.6,0.125,0.125,0.07573529411764704,0.0,0.4,0.2,0.4,0.4,0.6443653355453198,1.0,0.4,0.4,3.0,2.0,0.0,1.5948652241067582,1.0
garments,131,107,tortuosity only,6.0,6.0,0.8285714285714287,0.8,0.06617647058823528,0.06617647058823528,0.027941176470588237,0.0,0.4,0.2,0.2,0.2,0.5930510799909658,0.9044303929988131,0.4,0.6,4.0,2.0,0.0,1.5948652241067582,1.0
garments,131,107,random order,6.0,6.0,-0.48571428571428577,0.6,0.10661764705882353,0.12867647058823528,0.07794117647058822,0.0,0.6,0.4,0.4,0.4,0.7206397633779138,1.0,0.2,0.2,3.0,1.0,0.0,1.5948652241067582,1.0
garments,131,88,composite difficulty,2.0,2.0,0.9999999999999999,1.0,0.3713235294117647,0.3713235294117647,0.3713235294117647,1.0,1.0,1.0,0.0,0.0,0.9254810023910004,0.9254810023910004,0.4,0.4,2.0,2.0,0.0,1.9847701826946647,1.0
garments,131,88,duration only,2.0,2.0,0.9999999999999999,1.0,0.3713235294117647,0.3713235294117647,0.3713235294117647,1.0,1.0,1.0,0.0,0.0,0.9254810023910004,0.9254810023910004,0.4,0.4,2.0,2.0,0.0,1.9847701826946647,1.0
garments,131,88,path_length only,2.0,2.0,0.9999999999999999,1.0,0.3713235294117647,0.3713235294117647,0.3713235294117647,1.0,1.0,1.0,0.0,0.0,0.9254810023910004,0.9254810023910004,0.4,0.4,2.0,2.0,0.0,1.9847701826946647,1.0
garments,131,88,tortuosity only,2.0,2.0,0.9999999999999999,1.0,0.3713235294117647,0.3713235294117647,0.3713235294117647,1.0,1.0,1.0,0.0,0.0,0.9254810023910004,0.9254810023910004,0.4,0.4,2.0,2.0,0.0,1.9847701826946647,1.0
garments,131,88,random order,2.0,2.0,-0.9999999999999999,0.0,-0.3713235294117647,0.3713235294117647,0.3713235294117647,0.0,1.0,1.0,0.0,0.0,0.9254810023910004,0.9254810023910004,0.2,0.2,1.0,1.0,0.0,1.9847701826946647,1.0
garments,131,25,composite difficulty,6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.1948529411764706,1.0,0.2,0.2,0.0,0.2,0.7009108008425745,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.725861119497725,1.0
garments,131,25,duration only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.23308823529411765,3.0,0.2,0.2,0.0,0.2,0.6989970061338939,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.725861119497725,1.0
garments,131,25,path_length only,6.0,6.0,0.7714285714285715,0.6,0.5955882352941176,0.5955882352941176,0.2404411764705882,2.0,0.2,0.2,0.0,0.2,0.7249043260111712,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.725861119497725,1.0
garments,131,25,tortuosity only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.21691176470588233,3.0,0.2,0.2,0.0,0.2,0.7559077782873627,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.725861119497725,1.0
garments,131,25,random order,6.0,6.0,-0.3142857142857143,0.6,0.5955882352941176,0.8419117647058824,0.4007352941176471,3.0,0.4,0.4,0.0,0.4,0.8456613023997471,0.9783212345154692,0.2,0.2,2.0,1.0,0.0,1.725861119497725,1.0
garments,131,3,composite difficulty,6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.1970588235294118,1.0,0.2,0.2,0.0,0.2,0.711680336063201,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7373398281849062,1.0
garments,131,3,duration only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.23529411764705882,3.0,0.2,0.2,0.0,0.2,0.7024843757340815,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7373398281849062,1.0
garments,131,3,path_length only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.23529411764705882,3.0,0.2,0.2,0.0,0.2,0.7024843757340815,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7373398281849062,1.0
garments,131,3,tortuosity only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.21911764705882356,3.0,0.2,0.2,0.0,0.2,0.7666773135079892,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7373398281849062,1.0
garments,131,3,random order,6.0,6.0,0.48571428571428577,0.6,0.5955882352941176,0.5955882352941176,0.2558823529411765,2.0,0.2,0.2,0.0,0.2,0.7915765256294054,0.906981954664931,0.4,0.4,4.0,2.0,0.0,1.7373398281849062,1.0
garments,131,66,composite difficulty,2.0,2.0,0.9999999999999999,1.0,0.6948529411764706,0.6948529411764706,0.6948529411764706,1.0,1.0,1.0,0.0,1.0,0.9229122976357239,0.9229122976357239,0.4,0.4,2.0,2.0,0.0,1.9792613839259732,1.0
garments,131,66,duration only,2.0,2.0,0.9999999999999999,1.0,0.6948529411764706,0.6948529411764706,0.6948529411764706,1.0,1.0,1.0,0.0,1.0,0.9229122976357239,0.9229122976357239,0.4,0.4,2.0,2.0,0.0,1.9792613839259732,1.0
garments,131,66,path_length only,2.0,2.0,0.9999999999999999,1.0,0.6948529411764706,0.6948529411764706,0.6948529411764706,1.0,1.0,1.0,0.0,1.0,0.9229122976357239,0.9229122976357239,0.4,0.4,2.0,2.0,0.0,1.9792613839259732,1.0
garments,131,66,tortuosity only,2.0,2.0,0.9999999999999999,1.0,0.6948529411764706,0.6948529411764706,0.6948529411764706,1.0,1.0,1.0,0.0,1.0,0.9229122976357239,0.9229122976357239,0.4,0.4,2.0,2.0,0.0,1.9792613839259732,1.0
garments,131,66,random order,2.0,2.0,-0.9999999999999999,0.0,-0.6948529411764706,0.6948529411764706,0.6948529411764706,0.0,1.0,1.0,0.0,1.0,0.9229122976357239,0.9229122976357239,0.2,0.2,1.0,1.0,0.0,1.9792613839259732,1.0
garments,131,2,composite difficulty,6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.18235294117647058,1.0,0.2,0.2,0.0,0.2,0.6874381226057785,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7051083920242585,1.0
garments,131,2,duration only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.22058823529411767,3.0,0.2,0.2,0.0,0.2,0.68883775673212,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7051083920242585,1.0
garments,131,2,path_length only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.22058823529411767,3.0,0.2,0.2,0.0,0.2,0.68883775673212,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7051083920242585,1.0
garments,131,2,tortuosity only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.20441176470588235,3.0,0.2,0.2,0.0,0.2,0.7424351000505668,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.7051083920242585,1.0
garments,131,2,random order,6.0,6.0,0.3714285714285715,0.4,0.9117647058823529,0.9117647058823529,0.40588235294117647,2.0,0.4,0.4,0.0,0.4,0.8211858290921669,1.0,0.4,0.4,4.0,2.0,0.0,1.7051083920242585,1.0
garments,131,21,composite difficulty,6.0,6.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.19044117647058822,1.0,0.2,0.2,0.0,0.2,0.7343265720919762,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.758636090661875,1.0
garments,131,21,duration only,6.0,6.0,0.942857142857143,0.8,0.5955882352941176,0.5955882352941176,0.22426470588235295,2.0,0.2,0.2,0.0,0.2,0.7501454680277824,0.906981954664931,0.4,0.4,6.0,2.0,0.0,1.758636090661875,1.0
garments,131,21,path_length only,6.0,6.0,0.8857142857142858,0.6,0.5955882352941176,0.5955882352941176,0.2375,3.0,0.2,0.2,0.0,0.2,0.8142572402844765,0.906981954664931,0.4,0.4,5.0,2.0,0.0,1.758636090661875,1.0
garments,131,21,tortuosity only,6.0,6.0,0.8857142857142858,0.6,0.5955882352941176,0.5955882352941176,0.2375,3.0,0.2,0.2,0.0,0.2,0.8142572402844765,0.906981954664931,0.4,0.4,5.0,2.0,0.0,1.758636090661875,1.0
garments,131,21,random order,6.0,6.0,0.14285714285714288,0.4,0.8345588235294118,0.8345588235294118,0.4477941176470588,2.0,0.4,0.4,0.0,0.4,0.8277122049005626,0.9139606516403761,0.2,0.2,3.0,1.0,0.0,1.758636090661875,1.0
garments,131,48,composite difficulty,7.0,7.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.1636029411764706,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.7280193875096028,0.906981954664931,0.4,0.4,7.0,2.0,0.0,1.7643786245981599,1.0
garments,131,48,duration only,7.0,7.0,0.7142857142857144,0.8333333333333334,0.5955882352941176,0.5955882352941176,0.2205882352941176,2.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.760619745708623,0.906981954664931,0.4,0.4,5.0,2.0,0.0,1.7643786245981599,1.0
garments,131,48,path_length only,7.0,7.0,0.07142857142857144,0.5,0.9816176470588235,0.9816176470588235,0.3327205882352941,2.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.8341082469906912,0.9632313603397732,0.4,0.4,2.0,2.0,0.0,1.7643786245981599,1.0
garments,131,48,tortuosity only,7.0,7.0,0.9642857142857145,0.8333333333333334,0.5955882352941176,0.5955882352941176,0.18198529411764705,3.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.7776788707414443,0.906981954664931,0.4,0.4,7.0,2.0,0.0,1.7643786245981599,1.0
garments,131,48,random order,7.0,7.0,-0.21428571428571433,0.16666666666666666,0.38602941176470584,0.7463235294117647,0.2708333333333333,1.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.7859449630987873,0.9936576043196536,0.2,0.2,4.0,1.0,0.0,1.7643786245981599,1.0
garments,131,102,composite difficulty,5.0,5.0,0.9999999999999999,1.0,0.08088235294117646,0.08088235294117646,0.04136029411764706,0.0,0.5,0.25,0.25,0.25,0.5830361441357936,0.9044303929988131,0.4,0.6,5.0,2.0,0.5,1.669986519482197,1.0
garments,131,102,duration only,5.0,5.0,0.9999999999999999,1.0,0.08088235294117646,0.08088235294117646,0.04136029411764706,0.0,0.5,0.25,0.25,0.25,0.5830361441357936,0.9044303929988131,0.4,0.6,5.0,2.0,0.5,1.669986519482197,1.0
garments,131,102,path_length only,5.0,5.0,0.09999999999999999,0.5,0.14338235294117646,0.14338235294117646,0.078125,0.0,0.5,0.25,0.5,0.5,0.6361453746905141,1.0,0.4,0.4,3.0,2.0,0.25,1.669986519482197,1.0
garments,131,102,tortuosity only,5.0,5.0,0.8999999999999998,0.75,0.10294117647058823,0.10294117647058823,0.046875,0.0,0.5,0.25,0.25,0.25,0.5925800889004806,0.9044303929988131,0.4,0.6,4.0,2.0,0.25,1.669986519482197,1.0
garments,131,102,random order,5.0,5.0,0.09999999999999999,0.5,0.16544117647058823,0.16544117647058823,0.09926470588235294,1.0,1.0,0.5,1.0,1.0,0.966652641116753,1.0,0.4,0.6,5.0,2.0,0.0,1.669986519482197,1.0
garments,131,7,composite difficulty,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.30330882352941174,1.0,0.5,0.5,0.0,0.5,0.8111116336811144,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.865527862623142,1.0
garments,131,7,duration only,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.30330882352941174,1.0,0.5,0.5,0.0,0.5,0.8111116336811144,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.865527862623142,1.0
garments,131,7,path_length only,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.30330882352941174,1.0,0.5,0.5,0.0,0.5,0.8111116336811144,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.865527862623142,1.0
garments,131,7,tortuosity only,3.0,3.0,1.0,1.0,0.5955882352941176,0.5955882352941176,0.30330882352941174,1.0,0.5,0.5,0.0,0.5,0.8111116336811144,0.906981954664931,0.4,0.4,3.0,2.0,0.0,1.865527862623142,1.0
